currency_name,dollar_to_currency,currency_to_dollar
DJF,177.96315374389005,0.005619140698299367
KMF,448.8763619774416,0.002227784941926292
ERN,15,0.06666666666666667
FKP,0.7845784595095253,1.2745697869721586
SHP,0.7845784595095253,1.2745697869721586
SPL,0.166666666,6.000000024
WST,2.717905943436193,0.36793031871283977
JEP,0.7845784595095253,1.2745697869721586
TMT,3.5037749211994904,0.28540646088580873
GGP,0.7845784595095253,1.2745697869721586
IMP,0.7845784595095253,1.2745697869721586
TVD,1.4943002156468466,0.6692095668119301
ZMW,26.13506504486199,0.03826277066016312
ADA,1.8087228386005485,0.5528763051246279
BCH,0.003756511798519645,266.204408141105
BTC,0.00002293881881482424,43594.22375112658
CLF,0.024718274037309893,40.455899084644614
CNH,7.189807354469912,0.13908578501457328
DOG,12.20483262480137,0.08193475738191655
DOT,0.12824676069354143,7.797467901661866
ETH,0.0003817182802425587,2619.7330643021887
LIN,0.06910322923577135,14.471103753894457
LTC,0.01354346606077256,73.83634259596299
LUN,1.5837026014738913,0.6314316836187163
MXV,2.106102031538808,0.47481080452182906
SLE,22.90731541269644,0.04365417692925062
UNI,0.1500113882777877,6.666160559411813
VED,35.91003622005371,0.02784736818064129
XBT,0.00002293881881482424,43594.22375112658
XLM,8.273213343949301,0.120872018939456
XRP,1.720108180154663,0.5813587840214127
